pid	devicetype	brand	model	version	fccid	availability	whereavailable	supportedsincecommit	supportedsincerel	supportedcurrentrel	unsupported_functions	target	subtarget	packagearchitecture	bootloader	cpu	cpucores	cpumhz	flashmb	rammb	ethernet100mports	ethernetgbitports	switch	vlan	modem	commentsnetworkports	wlanhardware	wlan24ghz	wlan50ghz	wlancomments	wlandriver	detachableantennas	bluetooth	usbports	sataports	commentsusbsataports	videoports	audioports	phoneports	commentsavports	serial	serialconnectionparameters	jtag	ledcount	buttoncount	gpios	powersupply	devicepage	device_techdata	owrt_forum_topic_url	lede_forum_topic_url	forumsearch	gitsearch	wikideviurl	oemdevicehomepageurl	firmwareoemstockurl	firmwareopenwrtinstallurl	firmwareopenwrtupgradeurl	firmwareopenwrtsnapshotinstallurl	firmwareopenwrtsnapshotupgradeurl	installationmethods	commentinstallation	recoverymethods	commentrecovery	picture	comments
15677547	Single Board Computer	NXP	P2020RDB	NULL	NULL	Available 2020	farnell.com	https://git.openwrt.org/?p=openwrt/openwrt.git;a=commit;h=5de6aed42c3519f819b913a8b218adb5ea827872	19.07.0	21.02.3	Switch is unmanaged	mpc85xx	p2020	powerpc_8540	U-Boot	NXP P2020E	2	1200	SDHC	1024	-	6	?	?	-		-	-	-		none	-	-	1x 2.0	-		-	-	-		Yes	115200 / 8N1	Yes	?	?	?	?		View/Edit data	NULL	NULL	P2020RDB	P2020RDB	NULL	https://www.nxp.com/design/qoriq-developer-resources/p2020-reference-design-board:P2020RDB	http://?	NULL	https://downloads.openwrt.org/releases/21.02.3/targets/mpc85xx/p2020/openwrt-21.02.3-mpc85xx-p2020-freescale_p2020rdb-squashfs-sysupgrade.bin	NULL	https://downloads.openwrt.org/snapshots/targets/mpc85xx/p2020/openwrt-mpc85xx-p2020-freescale_p2020rdb-squashfs-sysupgrade.bin	see git-commit		unknown		media:example:genericrouter1.png	
15677550	unknown	Ocedo	Panda	NULL	NULL	Discontinued 2016		https://git.openwrt.org/?p=openwrt/openwrt.git;a=commit;h=b368373fab45f31963cd2bc1c6ab90e0a577e611	19.07.0	21.02.1	NULL	mpc85xx	p1020	powerpc_8540	U-Boot	Freescale P1020	2	800	256NAND	1024	?	?	?	?	-		Atheros AR9382	b/g/n	a		unknown	?	?	?	?		?	?	?		?	?	?	5	1	?	?		View/Edit data	NULL	NULL	Panda	Panda	NULL			https://downloads.openwrt.org/releases/21.02.0/targets/mpc85xx/p1020/openwrt-21.02.0-mpc85xx-p1020-panda-squashfs-fdt.bin	https://downloads.openwrt.org/releases/21.02.1/targets/mpc85xx/p1020/openwrt-21.02.0-mpc85xx-p1020-ocedo_panda-squashfs-sysupgrade.bin	https://downloads.openwrt.org/snapshots/targets/mpc85xx/p1020/openwrt-mpc85xx-p1020-ocedo_panda-squashfs-fdt.bin	https://downloads.openwrt.org/snapshots/targets/mpc85xx/p1020/openwrt-mpc85xx-p1020-ocedo_panda-squashfs-sysupgrade.bin	U-Boot TFTP recovery		U-Boot TFTP recovery		media:example:genericrouter1.png	
15677558	Single Board Computer	Olimex	iMX233-OLinuXino-MINI-WiFi	NULL	NULL	Available 2019	olimex.com		14.07	15.05	NULL	mxs	generic	arm_arm926ej-s	U-Boot	Freescale i.MX233	1	454	microSD	64	-	-	?	No	-	Eth via optional UEXT module	Realtek RTL8188CU	b/g/n	-		unknown	-	?	3x 2.0	-		?	?	?		Yes	?	No	?	?	?	?	toh:olimex:imx233-olinuxino	View/Edit data	NULL	NULL	OLinuXino	OLinuXino	NULL	https://www.olimex.com/Products/OLinuXino/iMX233/iMX233-OLinuXino-MINI-WiFi/open-source-hardware	https://www.olimex.com/Products/OLinuXino/iMX233/iMX233-OLinuXino-MINI-WiFi/open-source-hardware	NULL	NULL	NULL	NULL	see devicepage		SD card		media:olimex:imx233-olinuxino-mini-wifi-01.jpg	
15677560	Single Board Computer	Olimex	RT5350F-OLinuXino-EVB	Rev. A	NULL	Available 2019	olimex.com	https://git.lede-project.org/?p=source.git;a=commit;h=633c46a1d42a1c4f0c723a606c8d08c1f77ac0bd	15.05	21.02.3	NULL	ramips	rt305x	mipsel_24kc	U-Boot	Ralink RT5350F	1	360	8	32	5	-	Ralink RT5350F	Yes	-	Ethernet, 2x10/100 on EVB breakout, 5x 10/100 on-SoC switch	Ralink RT5350F	b/g/n	-		unknown	-	-	1x 2.0 Device	-		-	-	-		Yes	57600 / 8N1	Yes	1	1	more than 20	5 VDC	toh:olimex:rt5350f-olinuxino-evb	View/Edit data	NULL	NULL	RT5350F-OLinuXino-EVB	RT5350F-OLinuXino-EVB	NULL	https://www.olimex.com/Products/OLinuXino/RT5350F/RT5350F-OLinuXino-EVB/open-source-hardware	https://github.com/OLIMEX/OLINUXINO/tree/master/SOFTWARE/RT5350F/Prebuilt%20images	https://downloads.openwrt.org/releases/21.02.3/targets/ramips/rt305x/openwrt-21.02.3-ramips-rt305x-olimex_rt5350f-olinuxino-evb-initramfs-kernel.bin	https://downloads.openwrt.org/releases/21.02.3/targets/ramips/rt305x/openwrt-21.02.3-ramips-rt305x-olimex_rt5350f-olinuxino-evb-squashfs-sysupgrade.bin	https://downloads.openwrt.org/snapshots/targets/ramips/rt305x/openwrt-ramips-rt305x-olimex_rt5350f-olinuxino-evb-initramfs-kernel.bin	https://downloads.openwrt.org/snapshots/targets/ramips/rt305x/openwrt-ramips-rt305x-olimex_rt5350f-olinuxino-evb-squashfs-sysupgrade.bin	U-Boot TFTP + serial recovery		U-Boot TFTP + serial recovery		media:olimex:rt5350f-olinuxino-evb-1.jpg	
15677561	unknown	Omnima	MiniPlug	NULL	NULL	unknown 2018	?	https://git.lede-project.org/?p=source.git;a=commit;h=d04cab8dfc8340b530363c6afc99c86dccb075d1	17.01.0	21.02.3	NULL	ramips	rt305x	mipsel_24kc	U-Boot	Ralink RT5350	1	360	8	?	?	?	?	?	?		?	?	?		unknown	?	?	?	?		?	?	?		?	?	?	?	?	?	?		View/Edit data	NULL	NULL	MiniPlug	MiniPlug	NULL	http://omnima.co.uk/home/		NULL	https://downloads.openwrt.org/releases/21.02.3/targets/ramips/rt305x/openwrt-21.02.3-ramips-rt305x-omnima_miniembplug-squashfs-sysupgrade.bin	NULL	https://downloads.openwrt.org/snapshots/targets/ramips/rt305x/openwrt-ramips-rt305x-omnima_miniembplug-squashfs-sysupgrade.bin	unknown		unknown		media:example:genericrouter1.png	
15677562	WiFi AP	OMYlink	OMY-X1	NULL	NULL	Discontinued		https://git.lede-project.org/?p=source.git;a=commit;h=3fd98db8185a2636b90c7d41452e98fc8583a4e7	17.01.0	19.07.10	NULL	ar71xx	generic	mips_24kc	U-Boot	Atheros AR9341	1	535	8	64	2	-	Atheros AR9341	Yes	-		Atheros AR9340	b/g/n	-		ath9k	-	-	-	-		-	-	-		Yes	?	?	2	1	-	PoE 802.3af	toh:omylink:omy-x1	View/Edit data	NULL	NULL	OMY-X1	OMY-X1	NULL	http://omylink.com/eshowproduct.asp?id=30		https://downloads.openwrt.org/releases/19.07.10/targets/ar71xx/generic/openwrt-19.07.10-ar71xx-generic-omy-x1-squashfs-factory.bin	https://downloads.openwrt.org/releases/19.07.10/targets/ar71xx/generic/openwrt-19.07.10-ar71xx-generic-omy-x1-squashfs-sysupgrade.bin	NULL	NULL	unknown		unknown		media:example:genericrouter1.png	
15677563	Single Board Computer	Onion	Omega	NULL	NULL	Discontinued		https://git.lede-project.org/?p=source.git;a=commit;h=5cd49bb067cadfeba6eb7f09982f76558101ad5d	17.01.0	21.02.3	NULL	ar71xx-ath79	generic	mips_24kc	?	Atheros AR9331	1	400	16	64	?	?	?	?	-		?	b/g/n	-		unknown	?	?	1x 2.0	?		?	?	?		Yes	?	?	?	?	18	?		View/Edit data	NULL	NULL	Omega	Omega	NULL	https://onion.io/		https://downloads.openwrt.org/releases/21.02.3/targets/ath79/generic/openwrt-21.02.3-ath79-generic-onion_omega-squashfs-factory.bin	https://downloads.openwrt.org/releases/21.02.3/targets/ath79/generic/openwrt-21.02.3-ath79-generic-onion_omega-squashfs-sysupgrade.bin	https://downloads.openwrt.org/snapshots/targets/ath79/generic/openwrt-ath79-generic-onion_omega-squashfs-factory.bin	https://downloads.openwrt.org/snapshots/targets/ath79/generic/openwrt-ath79-generic-onion_omega-squashfs-sysupgrade.bin	unknown		unknown		media:onion:omega.png	
15677564	Single Board Computer	Onion	Omega2+	NULL	https://fcc.io/2AJVP/-OMEGA2	Available 2019	onion.io, sparkfun.com	https://git.lede-project.org/?p=source.git;a=commit;h=ab90f15c89da6aeadf8b95554fcd8ab8e3f433d0	17.01.0	21.02.3	NULL	ramips	mt76x8	mipsel_24kc	U-Boot	MediaTek MT7688AN	1	580	microSD	128	1	-	-	?	-		MediaTek MT7688AN	b/g/n	-		unknown	-	-	1x 2.0	-		-	-	-		Yes	115200 / 8N1	?	1	-	15	3.3 VDC		View/Edit data	NULL	NULL	Omega2	Omega2	https://wikidevi.wi-cat.ru/Onion_Omega2_Plus	https://onion.io		NULL	https://downloads.openwrt.org/releases/21.02.3/targets/ramips/mt76x8/openwrt-21.02.3-ramips-mt76x8-onion_omega2p-squashfs-sysupgrade.bin	NULL	https://downloads.openwrt.org/snapshots/targets/ramips/mt76x8/openwrt-ramips-mt76x8-onion_omega2p-squashfs-sysupgrade.bin	unknown		unknown		media:onion:omega2p.png	
15677566	WiFi AP	Open-Mesh	A40	NULL	https://fcc.io/WT8/OMA40	unknown 2021	?	https://git.openwrt.org/?p=openwrt/openwrt.git;a=commit;h=9a172797e593c061f6759a37eaeba2956ad8d72f		snapshot	NULL	ath79	generic	mips_24kc	U-Boot	Qualcomm Atheros QCA9558	1	720	16	128	-	2	?	?	-		Qualcomm Atheros QCA9882	b/g/n	a/n/ac		ath10k-ct	-	-	1x 2.0	-		-	-	-		Yes	?	Yes	3	1	-	PoE 802.3af		View/Edit data	NULL	NULL	A40	A40	https://wikidevi.wi-cat.ru/Open_Mesh_A40	http://?	http://?	NULL	NULL	https://downloads.openwrt.org/snapshots/targets/ath79/generic/openwrt-ath79-generic-openmesh_a40-initramfs-kernel.bin	https://downloads.openwrt.org/snapshots/targets/ath79/generic/openwrt-ath79-generic-openmesh_a40-squashfs-sysupgrade.bin	U-Boot TFTP recovery		U-Boot TFTP recovery		media:example:genericrouter1.png	
15677567	WiFi Router	Open-Mesh	MR600	v1	https://fcc.io/A8J/-EAP600	Discontinued		https://git.lede-project.org/?p=source.git;a=commit;h=31881357af992c59255faa1fef184f4b05a39fa4	12.09	21.02.3	NULL	ar71xx-ath79	generic	mips_24kc	U-Boot	Atheros AR9344	1	560	16	128	-	1	-	?	-		Atheros AR9382	b/g/n	a		ath9k	-	-	-	-		-	-	-		Yes	?	?	4	1	-	12 VDC, 2.0 A, PoE 802.3af		View/Edit data	NULL	NULL	MR600	MR600	https://wikidevi.wi-cat.ru/Open-Mesh_MR600	http://www.open-mesh.com/mr600-dual-band-cloud-access-point.html		https://downloads.openwrt.org/releases/21.02.3/targets/ath79/generic/openwrt-21.02.3-ath79-generic-openmesh_mr600-v1-initramfs-kernel.bin	https://downloads.openwrt.org/releases/21.02.3/targets/ath79/generic/openwrt-21.02.3-ath79-generic-openmesh_mr600-v1-squashfs-sysupgrade.bin	https://downloads.openwrt.org/snapshots/targets/ath79/generic/openwrt-ath79-generic-openmesh_mr600-v1-initramfs-kernel.bin	https://downloads.openwrt.org/snapshots/targets/ath79/generic/openwrt-ath79-generic-openmesh_mr600-v1-squashfs-sysupgrade.bin	U-Boot TFTP recovery		U-Boot TFTP recovery		media:example:genericrouter1.png	
15677568	WiFi Router	Open-Mesh	MR600	v2	https://fcc.io/A8J/-EAP600	Discontinued			21.02.0	21.02.3	NULL	ath79	generic	mips_24kc	U-Boot	Atheros AR9344	1	560	16	128	-	1	-	?	-		Atheros AR9382	b/g/n	a		ath9k	-	-	-	-		-	-	-		Yes	?	?	8	1	-	12-24 VDC, 1.0 A, PoE 802.3af		View/Edit data	NULL	NULL	MR600	MR600	NULL	http://www.open-mesh.com/mr600-dual-band-cloud-access-point.html		https://downloads.openwrt.org/releases/21.02.3/targets/ath79/generic/openwrt-21.02.3-ath79-generic-openmesh_mr600-v2-initramfs-kernel.bin	https://downloads.openwrt.org/releases/21.02.3/targets/ath79/generic/openwrt-21.02.3-ath79-generic-openmesh_mr600-v2-squashfs-sysupgrade.bin	https://downloads.openwrt.org/snapshots/targets/ath79/generic/openwrt-ath79-generic-openmesh_mr600-v2-initramfs-kernel.bin	https://downloads.openwrt.org/snapshots/targets/ath79/generic/openwrt-ath79-generic-openmesh_mr600-v2-squashfs-sysupgrade.bin	U-Boot TFTP recovery		U-Boot TFTP recovery		media:example:genericrouter1.png	
15677569	WiFi AP	Open-Mesh	MR900	v1	https://fcc.io/WT8/-MR900	Discontinued		https://git.lede-project.org/?p=source.git;a=commit;h=305c1431e308b1d498dc5e47e77dcc311910b1d3	15.05	21.02.3	NULL	ar71xx-ath79	generic	mips_24kc	U-Boot	Qualcomm Atheros QCA9558	1	720	16	128	-	1	-	?	-		Qualcomm Atheros QCA9558	b/g/n	a		ath9k	-	-	-	-		-	-	-		Yes	?	?	6	1	-	12 VDC, 2.0 A, PoE 802.3af		View/Edit data	NULL	NULL	MR900	MR900	https://wikidevi.wi-cat.ru/Open-Mesh_MR900_v1	http://www.open-mesh.com/products/mr900-dual-band-cloud-access-point.html		https://downloads.openwrt.org/releases/21.02.3/targets/ath79/generic/openwrt-21.02.3-ath79-generic-openmesh_mr900-v1-initramfs-kernel.bin	https://downloads.openwrt.org/releases/21.02.3/targets/ath79/generic/openwrt-21.02.3-ath79-generic-openmesh_mr900-v1-squashfs-sysupgrade.bin	https://downloads.openwrt.org/snapshots/targets/ath79/generic/openwrt-ath79-generic-openmesh_mr900-v1-initramfs-kernel.bin	https://downloads.openwrt.org/snapshots/targets/ath79/generic/openwrt-ath79-generic-openmesh_mr900-v1-squashfs-sysupgrade.bin	U-Boot TFTP recovery		U-Boot TFTP recovery		media:example:genericrouter1.png	
15677570	WiFi AP	Open-Mesh	MR900	v2	https://fcc.io/WT8/-MR900V2	unknown 2021	?	https://git.openwrt.org/?p=openwrt/openwrt.git;a=commit;h=31172e53f9d0971204e6fa7e3541c0695d99618a	21.02.0	21.02.3	NULL	ath79	generic	mips_24kc	U-Boot	Qualcomm Atheros QCA9558	1	720	16	128	-	1	?	?	-		Qualcomm Atheros QCA9580 (mini-PCIe)	b/g/n	a/n		unknown	-	-	-	-		-	-	-		Yes	?	?	6	1	-	12-24 VDC, 1.0 A, PoE 802.3af		View/Edit data	NULL	NULL	MR900	MR900	https://wikidevi.wi-cat.ru/Open-Mesh_MR900_v2	http://?	http://?	https://downloads.openwrt.org/releases/21.02.3/targets/ath79/generic/openwrt-21.02.3-ath79-generic-openmesh_mr900-v2-initramfs-kernel.bin	https://downloads.openwrt.org/releases/21.02.3/targets/ath79/generic/openwrt-21.02.3-ath79-generic-openmesh_mr900-v2-squashfs-sysupgrade.bin	https://downloads.openwrt.org/snapshots/targets/ath79/generic/openwrt-ath79-generic-openmesh_mr900-v2-initramfs-kernel.bin	https://downloads.openwrt.org/snapshots/targets/ath79/generic/openwrt-ath79-generic-openmesh_mr900-v2-squashfs-sysupgrade.bin	U-Boot TFTP recovery		U-Boot TFTP recovery		media:example:genericrouter1.png	
15677574	WiFi AP	Open-Mesh	MR1750	v1	https://fcc.io/WT8-MR1750	Discontinued 2018		https://git.openwrt.org/?p=openwrt/openwrt.git;a=commit;h=fec6313b6284e8098a27efef077173f7107e2bda	17.01.0	21.02.3	NULL	ar71xx-ath79	generic	mips_24kc	U-Boot	Qualcomm Atheros QCA9558	1	700	16	128	-	1	?	Yes	-		Qualcomm Atheros QCA9558	b/g/n	a/n/ac		ath9k	-	-	-	-		-	-	-		Yes	115200 / 8N1	?	6	1	-	12 VDC, 2.0 A, PoE 802.3af/at		View/Edit data	NULL	NULL	MR1750	MR1750	NULL	https://www.open-mesh.com/products/access-points/grp-mr1750-ac-cloud-access-point-274.html	https://help.datto.com/s/article/KB360024255852	https://downloads.openwrt.org/releases/21.02.3/targets/ath79/generic/openwrt-21.02.3-ath79-generic-openmesh_mr1750-v1-initramfs-kernel.bin	https://downloads.openwrt.org/releases/21.02.3/targets/ath79/generic/openwrt-21.02.3-ath79-generic-openmesh_mr1750-v1-squashfs-sysupgrade.bin	https://downloads.openwrt.org/snapshots/targets/ath79/generic/openwrt-ath79-generic-openmesh_mr1750-v1-initramfs-kernel.bin	https://downloads.openwrt.org/snapshots/targets/ath79/generic/openwrt-ath79-generic-openmesh_mr1750-v1-squashfs-sysupgrade.bin	U-Boot TFTP recovery		U-Boot TFTP recovery		media:example:genericrouter1.png	
15677577	WiFi AP	Open-Mesh	MR1750	v2	http://?	unknown 2021	?	https://git.openwrt.org/?p=openwrt/openwrt.git;a=commit;h=0988e03f0e676286f3377d1530ebfb0d819ee629	21.02.0	21.02.3	NULL	ath79	generic	mips_24kc	U-Boot	Qualcomm Atheros QCA9558	1	720	16	128	-	1	-	?	-		?	b/g/n	a/n/ac		ath10k-ct	-	-	-	-		-	-	-		Yes	?	?	6	1	-	12-24 VDC, 1.0 A, PoE 802.3af		View/Edit data	NULL	NULL	MR1750	MR1750	NULL	http://?	https://help.datto.com/s/article/KB360024255852	https://downloads.openwrt.org/releases/21.02.3/targets/ath79/generic/openwrt-21.02.3-ath79-generic-openmesh_mr1750-v2-initramfs-kernel.bin	https://downloads.openwrt.org/releases/21.02.3/targets/ath79/generic/openwrt-21.02.3-ath79-generic-openmesh_mr1750-v2-squashfs-sysupgrade.bin	https://downloads.openwrt.org/snapshots/targets/ath79/generic/openwrt-ath79-generic-openmesh_mr1750-v2-initramfs-kernel.bin	https://downloads.openwrt.org/snapshots/targets/ath79/generic/openwrt-ath79-generic-openmesh_mr1750-v2-squashfs-sysupgrade.bin	U-Boot TFTP recovery		U-Boot TFTP recovery		media:example:genericrouter1.png	
15677579	Single Board Computer	Olimex	iMX233-OLinuXino-NANO	NULL	NULL	Available 2019	olimex.com		14.07	15.05	NULL	mxs	generic	arm_arm926ej-s	U-Boot	Freescale i.MX233	1	454	microSD	64	-	-	?	No	-		-	-	-		unknown	-	?	1x 2.0	-		?	?	?		Yes	?	No	?	?	?	?	toh:olimex:imx233-olinuxino	View/Edit data	NULL	NULL	OLinuXino	OLinuXino	NULL	https://www.olimex.com/Products/OLinuXino/iMX233/iMX233-OLinuXino-NANO/open-source-hardware	https://www.olimex.com/Products/OLinuXino/iMX233/iMX233-OLinuXino-NANO/open-source-hardware	NULL	NULL	NULL	NULL	see devicepage		SD card		media:olimex:imx233-olinuxino-nano-1.jpg	
15677581	WiFi Router	Open-Mesh	OM2P-HS	v1	http://?	unknown 2020	?	https://git.openwrt.org/?p=openwrt/openwrt.git;a=commit;h=a462412977cc25b79a7a3479527e754d85c23fd7	21.02.0	21.02.3	NULL	ath79	generic	mips_24kc	U-Boot	Atheros AR9341	1	535	16	64	2	-	?	?	-		Atheros AR9341	b/g/n	-		unknown	-	-	-	-		-	-	-		Yes	?	?	6	1	-	12-24 VDC, 1.0 A, 18-24 VDC passive PoE, PoE 802.3af		View/Edit data	NULL	NULL	OM2P-HS	OM2P-HS	https://wikidevi.wi-cat.ru/Open-Mesh_OM2P-HS	http://?	http://?	https://downloads.openwrt.org/releases/21.02.3/targets/ath79/generic/openwrt-21.02.3-ath79-generic-openmesh_om2p-hs-v1-initramfs-kernel.bin	https://downloads.openwrt.org/releases/21.02.3/targets/ath79/generic/openwrt-21.02.3-ath79-generic-openmesh_om2p-hs-v1-squashfs-sysupgrade.bin	https://downloads.openwrt.org/snapshots/targets/ath79/generic/openwrt-ath79-generic-openmesh_om2p-hs-v1-initramfs-kernel.bin	https://downloads.openwrt.org/snapshots/targets/ath79/generic/openwrt-ath79-generic-openmesh_om2p-hs-v1-squashfs-sysupgrade.bin	U-Boot TFTP + serial recovery		unknown		media:example:genericrouter1.png	
15677582	WiFi Router	Open-Mesh	OM2P-HS	v3	http://?	unknown 2020	?	https://git.openwrt.org/?p=openwrt/openwrt.git;a=commit;h=75900a25ed2acd4201bcd9a5516bdf7cdb9a8e73	21.02.0	21.02.3	NULL	ath79	generic	mips_24kc	U-Boot	Atheros AR9341	1	535	16	64	2	-	?	?	-		Atheros AR9341	b/g/n	-		unknown	-	-	-	-		-	-	-		Yes	?	?	6	1	-	12-24 VDC, 1.0 A, 18-24 VDC passive PoE, PoE 802.3af		View/Edit data	NULL	NULL	OM2P-HS	OM2P-HS	NULL	http://?	http://?	https://downloads.openwrt.org/releases/21.02.3/targets/ath79/generic/openwrt-21.02.3-ath79-generic-openmesh_om2p-hs-v3-initramfs-kernel.bin	https://downloads.openwrt.org/releases/21.02.3/targets/ath79/generic/openwrt-21.02.3-ath79-generic-openmesh_om2p-hs-v3-squashfs-sysupgrade.bin	https://downloads.openwrt.org/snapshots/targets/ath79/generic/openwrt-ath79-generic-openmesh_om2p-hs-v3-initramfs-kernel.bin	https://downloads.openwrt.org/snapshots/targets/ath79/generic/openwrt-ath79-generic-openmesh_om2p-hs-v3-squashfs-sysupgrade.bin	U-Boot TFTP + serial recovery		unknown		media:example:genericrouter1.png	
15677584	WiFi AP	Open-Mesh	OM2P-HS	v4	http://?	unknown 2020	?	https://git.openwrt.org/?p=openwrt/openwrt.git;a=commit;h=5b37b52e69884c6c843738cc45ed8a1deba0eba3	21.02.0	21.02.3	NULL	ath79	generic	mips_24kc	U-Boot	Qualcomm Atheros QCA9533	1	650	16	64	2	-	?	?	-		Qualcomm Atheros QCA9533	b/g/n	-		unknown	-	-	-	-		-	-	-		Yes	?	?	6	1	-	12-24 VDC, 1.0 A, 24 VDC passive PoE, PoE 802.3af		View/Edit data	NULL	NULL	OM2P-HS	OM2P-HS	NULL	http://?	http://?	https://downloads.openwrt.org/releases/21.02.3/targets/ath79/generic/openwrt-21.02.3-ath79-generic-openmesh_om2p-hs-v4-initramfs-kernel.bin	https://downloads.openwrt.org/releases/21.02.3/targets/ath79/generic/openwrt-21.02.3-ath79-generic-openmesh_om2p-hs-v4-squashfs-sysupgrade.bin	https://downloads.openwrt.org/snapshots/targets/ath79/generic/openwrt-ath79-generic-openmesh_om2p-hs-v4-initramfs-kernel.bin	https://downloads.openwrt.org/snapshots/targets/ath79/generic/openwrt-ath79-generic-openmesh_om2p-hs-v4-squashfs-sysupgrade.bin	U-Boot TFTP + serial recovery		unknown		media:example:genericrouter1.png	
15677585	WiFi Router	Open-Mesh	OM2P-LC	NULL	http://?	Discontinued		https://git.openwrt.org/?p=openwrt/openwrt.git;a=commit;h=eb3a5ddba0d4d0c4ab1f21ccbfbcf9aa0254bce9	21.02.0	21.02.3	NULL	ath79	generic	mips_24kc	U-Boot	Atheros AR9330	1	400	16	64	2	-	Atheros AR9330	Yes	-		Atheros AR9330	b/g/n	-		ath9k	-	-	-	-		-	-	-		Yes	?	?	6	1	-	12-24 VDC, 1.0 A, 18-24 VDC passive PoE		View/Edit data	NULL	NULL	OM2P-LC	OM2P-LC	https://wikidevi.wi-cat.ru/Open-Mesh_OM2P-LC	http://?	http://?	https://downloads.openwrt.org/releases/21.02.3/targets/ath79/generic/openwrt-21.02.3-ath79-generic-openmesh_om2p-lc-initramfs-kernel.bin	https://downloads.openwrt.org/releases/21.02.3/targets/ath79/generic/openwrt-21.02.3-ath79-generic-openmesh_om2p-lc-squashfs-sysupgrade.bin	https://downloads.openwrt.org/snapshots/targets/ath79/generic/openwrt-ath79-generic-openmesh_om2p-lc-initramfs-kernel.bin	https://downloads.openwrt.org/snapshots/targets/ath79/generic/openwrt-ath79-generic-openmesh_om2p-lc-squashfs-sysupgrade.bin	U-Boot TFTP + serial recovery		U-Boot TFTP + serial recovery		media:example:genericrouter1.png	
15677586	WiFi Router	Open-Mesh	OM2P	NULL	https://fcc.io/WT8/-OM2P	Available 2017	?	https://git.lede-project.org/?p=source.git;a=commit;h=ac82296c532dfe7706cee8645a0387b90eecca82	12.09	19.07.10	NULL	ar71xx	generic	mips_24kc	U-Boot	Atheros AR7240	1	400	16	64	2	-	Atheros AR7240	Yes	-		Atheros AR9285	b/g/n	-		ath9k	1	-	-	-		-	-	-		Yes	115200 / 8N1	No	4	?	-	12 VDC, 1.0 A	toh:openmesh:om2p	View/Edit data	NULL	NULL	OM2P	OM2P	https://wikidevi.wi-cat.ru/Open-Mesh_OM2P_v1	https://www.open-mesh.com/products/access-points/om2p.html		https://downloads.openwrt.org/releases/19.07.10/targets/ar71xx/generic/openwrt-19.07.10-ar71xx-generic-om2p-squashfs-factory.bin	https://downloads.openwrt.org/releases/19.07.10/targets/ar71xx/generic/openwrt-19.07.10-ar71xx-generic-om2p-squashfs-sysupgrade.bin	NULL	NULL	see devicepage		NULL		media:example:genericrouter1.png	sysupgrade image = factory image;
15677587	Range Extender	TP-Link	RE305	v1	https://fcc.io/TE7/RE305	Discontinued		https://git.openwrt.org/?p=openwrt/openwrt.git;a=commit;h=93a4c8afbff550886c0d8413d219d64dc63d72bf	21.02.0	21.02.3	NULL	ramips	mt76x8	mipsel_24kc	U-Boot	MediaTek MT7628AN	1	580	8	64	1	-	-	?	-		MediaTek MT7628AN	b/g/n	a/n/ac		mt76	-	-	-	-		-	-	-		Yes	57600 / 8N1	?	5	2	-	100-240 VAC, 50-60 Hz, 0.3 A	toh:tp-link:re305_v1	View/Edit data	NULL	NULL	RE305	RE305	https://wikidevi.wi-cat.ru/TP-LINK_RE305	https://www.tp-link.com/en/home-networking/range-extender/re305/	https://www.tp-link.com/en/support/download/re305/v1/	https://downloads.openwrt.org/releases/21.02.3/targets/ramips/mt76x8/openwrt-21.02.3-ramips-mt76x8-tplink_re305-v1-squashfs-factory.bin	https://downloads.openwrt.org/releases/21.02.3/targets/ramips/mt76x8/openwrt-21.02.3-ramips-mt76x8-tplink_re305-v1-squashfs-sysupgrade.bin	https://downloads.openwrt.org/snapshots/targets/ramips/mt76x8/openwrt-ramips-mt76x8-tplink_re305-v1-squashfs-factory.bin	https://downloads.openwrt.org/snapshots/targets/ramips/mt76x8/openwrt-ramips-mt76x8-tplink_re305-v1-squashfs-sysupgrade.bin	see git-commit		U-Boot TFTP recovery		media:example:genericrouter1.png	
15677588	WiFi Router	Open-Mesh	OM2P	v2	https://fcc.io/WT8/-OM2PV2	unknown 2020	?	https://git.openwrt.org/?p=openwrt/openwrt.git;a=commit;h=ff9e48e75c191e0d7e08a14791853559d509ca2e	21.02.0	21.02.3	NULL	ath79	generic	mips_24kc	U-Boot	Atheros AR9330	1	400	16	64	2	-	Atheros AR9330	Yes	-		Atheros AR9330	b/g/n	-		ath9k	1	-	-	-		-	-	-		Yes	?	?	6	1	-	12-24 VDC, 1.0 A, 18-24 VDC passive PoE		View/Edit data	NULL	NULL	OM2P	OM2P	https://wikidevi.wi-cat.ru/Open-Mesh_OM2P_v2	http://?	http://?	https://downloads.openwrt.org/releases/21.02.3/targets/ath79/generic/openwrt-21.02.3-ath79-generic-openmesh_om2p-v2-initramfs-kernel.bin	https://downloads.openwrt.org/releases/21.02.3/targets/ath79/generic/openwrt-21.02.3-ath79-generic-openmesh_om2p-v2-squashfs-sysupgrade.bin	https://downloads.openwrt.org/snapshots/targets/ath79/generic/openwrt-ath79-generic-openmesh_om2p-v2-initramfs-kernel.bin	https://downloads.openwrt.org/snapshots/targets/ath79/generic/openwrt-ath79-generic-openmesh_om2p-v2-squashfs-sysupgrade.bin	U-Boot TFTP + serial recovery		U-Boot TFTP + serial recovery		media:example:genericrouter1.png	
